ship_id,ship_mode,ship_date
SHP_4161,"REGULAR AIR","2009-01-10 00:00:00"
SHP_5658,"REGULAR AIR","2009-01-10 00:00:00"
SHP_7374,"REGULAR AIR","2009-01-10 00:00:00"
SHP_2513,"REGULAR AIR","2009-01-11 00:00:00"
SHP_2953,"REGULAR AIR","2009-01-11 00:00:00"
SHP_5797,"DELIVERY TRUCK","2009-01-11 00:00:00"
SHP_3296,"REGULAR AIR","2009-01-12 00:00:00"
SHP_3751,"REGULAR AIR","2009-01-12 00:00:00"
SHP_3999,"REGULAR AIR","2009-02-01 00:00:00"
SHP_6474,"DELIVERY TRUCK","2009-02-01 00:00:00"
SHP_6559,"REGULAR AIR","2009-02-01 00:00:00"
SHP_3957,"REGULAR AIR","2009-02-02 00:00:00"
SHP_4208,"REGULAR AIR","2009-02-02 00:00:00"
SHP_4552,"REGULAR AIR","2009-02-02 00:00:00"
SHP_6968,"REGULAR AIR","2009-02-02 00:00:00"
SHP_513,"REGULAR AIR","2009-02-03 00:00:00"
SHP_1846,"REGULAR AIR","2009-02-03 00:00:00"
SHP_4368,"REGULAR AIR","2009-02-03 00:00:00"
SHP_4370,"EXPRESS AIR","2009-02-03 00:00:00"
SHP_5791,"EXPRESS AIR","2009-02-03 00:00:00"
SHP_365,"EXPRESS AIR","2009-02-04 00:00:00"
SHP_2442,"EXPRESS AIR","2009-02-04 00:00:00"
SHP_2443,"REGULAR AIR","2009-02-04 00:00:00"
SHP_4231,"REGULAR AIR","2009-02-04 00:00:00"
SHP_4659,"REGULAR AIR","2009-02-04 00:00:00"
SHP_5597,"DELIVERY TRUCK","2009-02-04 00:00:00"
SHP_5607,"REGULAR AIR","2009-02-05 00:00:00"
SHP_6578,"EXPRESS AIR","2009-02-05 00:00:00"
SHP_6731,"REGULAR AIR","2009-02-05 00:00:00"
SHP_7089,"REGULAR AIR","2009-02-05 00:00:00"
SHP_7345,"REGULAR AIR","2009-02-05 00:00:00"
SHP_1405,"REGULAR AIR","2009-02-06 00:00:00"
SHP_3785,"EXPRESS AIR","2009-02-06 00:00:00"
SHP_4120,"REGULAR AIR","2009-02-06 00:00:00"
SHP_4709,"REGULAR AIR","2009-02-06 00:00:00"
SHP_6885,"REGULAR AIR","2009-02-06 00:00:00"
SHP_4418,"REGULAR AIR","2009-02-07 00:00:00"
SHP_4586,"DELIVERY TRUCK","2009-02-07 00:00:00"
SHP_4988,"REGULAR AIR","2009-02-07 00:00:00"
SHP_5899,"REGULAR AIR","2009-02-07 00:00:00"
SHP_1018,"REGULAR AIR","2009-02-08 00:00:00"
SHP_1963,"REGULAR AIR","2009-02-08 00:00:00"
SHP_1964,"DELIVERY TRUCK","2009-02-08 00:00:00"
SHP_2434,"REGULAR AIR","2009-02-08 00:00:00"
SHP_2644,"REGULAR AIR","2009-02-08 00:00:00"
SHP_6213,"REGULAR AIR","2009-02-08 00:00:00"
SHP_496,"EXPRESS AIR","2009-02-09 00:00:00"
SHP_2690,"REGULAR AIR","2009-02-09 00:00:00"
SHP_2806,"EXPRESS AIR","2009-02-09 00:00:00"
SHP_2831,"REGULAR AIR","2009-02-09 00:00:00"
SHP_3627,"REGULAR AIR","2009-02-09 00:00:00"
SHP_4841,"REGULAR AIR","2009-02-09 00:00:00"
SHP_7075,"REGULAR AIR","2009-02-09 00:00:00"
SHP_7438,"REGULAR AIR","2009-02-09 00:00:00"
SHP_2842,"REGULAR AIR","2009-02-10 00:00:00"
SHP_3778,"REGULAR AIR","2009-02-10 00:00:00"
SHP_5740,"REGULAR AIR","2009-02-10 00:00:00"
SHP_6367,"REGULAR AIR","2009-02-10 00:00:00"
SHP_1950,"REGULAR AIR","2009-02-11 00:00:00"
SHP_2512,"REGULAR AIR","2009-02-11 00:00:00"
SHP_2760,"EXPRESS AIR","2009-02-11 00:00:00"
SHP_4755,"REGULAR AIR","2009-02-11 00:00:00"
SHP_3384,"EXPRESS AIR","2009-02-12 00:00:00"
SHP_3385,"REGULAR AIR","2009-02-12 00:00:00"
SHP_3514,"REGULAR AIR","2009-02-12 00:00:00"
SHP_4034,"REGULAR AIR","2009-02-12 00:00:00"
SHP_5507,"REGULAR AIR","2009-02-12 00:00:00"
SHP_5928,"REGULAR AIR","2009-02-12 00:00:00"
SHP_6483,"REGULAR AIR","2009-02-12 00:00:00"
SHP_2878,"EXPRESS AIR","2009-03-01 00:00:00"
SHP_3623,"REGULAR AIR","2009-03-02 00:00:00"
SHP_3758,"REGULAR AIR","2009-03-02 00:00:00"
SHP_4380,"DELIVERY TRUCK","2009-03-02 00:00:00"
SHP_341,"REGULAR AIR","2009-03-03 00:00:00"
SHP_2358,"DELIVERY TRUCK","2009-03-03 00:00:00"
SHP_4369,"REGULAR AIR","2009-03-03 00:00:00"
SHP_2505,"REGULAR AIR","2009-03-04 00:00:00"
SHP_4230,"REGULAR AIR","2009-03-04 00:00:00"
SHP_5348,"DELIVERY TRUCK","2009-03-04 00:00:00"
SHP_6909,"REGULAR AIR","2009-03-04 00:00:00"
SHP_3757,"REGULAR AIR","2009-03-05 00:00:00"
SHP_4917,"REGULAR AIR","2009-03-05 00:00:00"
SHP_5608,"REGULAR AIR","2009-03-05 00:00:00"
SHP_5802,"REGULAR AIR","2009-03-05 00:00:00"
SHP_6510,"REGULAR AIR","2009-03-05 00:00:00"
SHP_1283,"DELIVERY TRUCK","2009-03-06 00:00:00"
SHP_1284,"REGULAR AIR","2009-03-06 00:00:00"
SHP_2548,"REGULAR AIR","2009-03-06 00:00:00"
SHP_2561,"REGULAR AIR","2009-03-06 00:00:00"
SHP_5733,"REGULAR AIR","2009-03-06 00:00:00"
SHP_6181,"DELIVERY TRUCK","2009-03-06 00:00:00"
SHP_7344,"REGULAR AIR","2009-03-06 00:00:00"
SHP_7433,"DELIVERY TRUCK","2009-03-06 00:00:00"
SHP_567,"REGULAR AIR","2009-03-07 00:00:00"
SHP_1159,"REGULAR AIR","2009-03-07 00:00:00"
SHP_1546,"REGULAR AIR","2009-03-07 00:00:00"
SHP_4782,"DELIVERY TRUCK","2009-03-07 00:00:00"
SHP_4989,"DELIVERY TRUCK","2009-03-07 00:00:00"
SHP_5944,"REGULAR AIR","2009-03-07 00:00:00"
SHP_6463,"REGULAR AIR","2009-03-07 00:00:00"
SHP_7680,"REGULAR AIR","2009-03-07 00:00:00"
SHP_193,"DELIVERY TRUCK","2009-03-08 00:00:00"
SHP_421,"DELIVERY TRUCK","2009-03-08 00:00:00"
SHP_1019,"REGULAR AIR","2009-03-08 00:00:00"
SHP_1487,"EXPRESS AIR","2009-03-08 00:00:00"
SHP_2433,"REGULAR AIR","2009-03-08 00:00:00"
SHP_229,"REGULAR AIR","2009-03-09 00:00:00"
SHP_3042,"REGULAR AIR","2009-03-09 00:00:00"
SHP_3626,"EXPRESS AIR","2009-03-09 00:00:00"
SHP_3833,"REGULAR AIR","2009-03-09 00:00:00"
SHP_3835,"DELIVERY TRUCK","2009-03-09 00:00:00"
SHP_4078,"REGULAR AIR","2009-03-09 00:00:00"
SHP_4101,"DELIVERY TRUCK","2009-03-09 00:00:00"
SHP_4349,"REGULAR AIR","2009-03-09 00:00:00"
SHP_4840,"REGULAR AIR","2009-03-09 00:00:00"
SHP_5861,"REGULAR AIR","2009-03-09 00:00:00"
SHP_6170,"REGULAR AIR","2009-03-09 00:00:00"
SHP_512,"REGULAR AIR","2009-03-10 00:00:00"
SHP_3031,"REGULAR AIR","2009-03-10 00:00:00"
SHP_4560,"REGULAR AIR","2009-03-10 00:00:00"
SHP_5243,"EXPRESS AIR","2009-03-10 00:00:00"
SHP_7351,"REGULAR AIR","2009-03-10 00:00:00"
SHP_3731,"REGULAR AIR","2009-03-11 00:00:00"
SHP_3747,"REGULAR AIR","2009-03-11 00:00:00"
SHP_4736,"REGULAR AIR","2009-03-11 00:00:00"
SHP_1841,"EXPRESS AIR","2009-03-12 00:00:00"
SHP_3386,"REGULAR AIR","2009-03-12 00:00:00"
SHP_4827,"REGULAR AIR","2009-03-12 00:00:00"
SHP_5005,"EXPRESS AIR","2009-03-12 00:00:00"
SHP_1238,"REGULAR AIR","2009-04-01 00:00:00"
SHP_4295,"REGULAR AIR","2009-04-01 00:00:00"
SHP_4296,"DELIVERY TRUCK","2009-04-01 00:00:00"
SHP_6475,"DELIVERY TRUCK","2009-04-01 00:00:00"
SHP_6558,"EXPRESS AIR","2009-04-01 00:00:00"
SHP_7199,"REGULAR AIR","2009-04-01 00:00:00"
SHP_7354,"REGULAR AIR","2009-04-01 00:00:00"
SHP_174,"REGULAR AIR","2009-04-02 00:00:00"
SHP_494,"REGULAR AIR","2009-04-02 00:00:00"
SHP_562,"REGULAR AIR","2009-04-02 00:00:00"
SHP_1347,"DELIVERY TRUCK","2009-04-02 00:00:00"
SHP_4168,"DELIVERY TRUCK","2009-04-02 00:00:00"
SHP_85,"REGULAR AIR","2009-04-03 00:00:00"
SHP_3860,"EXPRESS AIR","2009-04-03 00:00:00"
SHP_4267,"EXPRESS AIR","2009-04-03 00:00:00"
SHP_4776,"DELIVERY TRUCK","2009-04-03 00:00:00"
SHP_5790,"REGULAR AIR","2009-04-03 00:00:00"
SHP_6527,"EXPRESS AIR","2009-04-03 00:00:00"
SHP_740,"REGULAR AIR","2009-04-04 00:00:00"
SHP_2268,"DELIVERY TRUCK","2009-04-04 00:00:00"
SHP_2455,"EXPRESS AIR","2009-04-04 00:00:00"
SHP_3546,"REGULAR AIR","2009-04-04 00:00:00"
SHP_3547,"EXPRESS AIR","2009-04-04 00:00:00"
SHP_6910,"REGULAR AIR","2009-04-04 00:00:00"
SHP_3756,"REGULAR AIR","2009-04-05 00:00:00"
SHP_6511,"REGULAR AIR","2009-04-05 00:00:00"
SHP_6914,"EXPRESS AIR","2009-04-05 00:00:00"
SHP_7105,"REGULAR AIR","2009-04-05 00:00:00"
SHP_7184,"REGULAR AIR","2009-04-05 00:00:00"
SHP_2562,"REGULAR AIR","2009-04-06 00:00:00"
SHP_2833,"DELIVERY TRUCK","2009-04-06 00:00:00"
SHP_7343,"REGULAR AIR","2009-04-06 00:00:00"
SHP_247,"REGULAR AIR","2009-04-07 00:00:00"
SHP_248,"DELIVERY TRUCK","2009-04-07 00:00:00"
SHP_1486,"DELIVERY TRUCK","2009-04-07 00:00:00"
SHP_3246,"REGULAR AIR","2009-04-07 00:00:00"
SHP_4731,"REGULAR AIR","2009-04-07 00:00:00"
SHP_4732,"DELIVERY TRUCK","2009-04-07 00:00:00"
SHP_4783,"REGULAR AIR","2009-04-07 00:00:00"
SHP_5228,"DELIVERY TRUCK","2009-04-07 00:00:00"
SHP_5303,"EXPRESS AIR","2009-04-07 00:00:00"
SHP_7679,"DELIVERY TRUCK","2009-04-07 00:00:00"
SHP_419,"REGULAR AIR","2009-04-08 00:00:00"
SHP_3826,"REGULAR AIR","2009-04-08 00:00:00"
SHP_5119,"REGULAR AIR","2009-04-08 00:00:00"
SHP_6582,"EXPRESS AIR","2009-04-08 00:00:00"
SHP_6583,"REGULAR AIR","2009-04-08 00:00:00"
SHP_7246,"REGULAR AIR","2009-04-08 00:00:00"
SHP_217,"REGULAR AIR","2009-04-09 00:00:00"
SHP_3834,"REGULAR AIR","2009-04-09 00:00:00"
SHP_913,"REGULAR AIR","2009-04-10 00:00:00"
SHP_3820,"EXPRESS AIR","2009-04-10 00:00:00"
SHP_4203,"EXPRESS AIR","2009-04-10 00:00:00"
SHP_4548,"REGULAR AIR","2009-04-10 00:00:00"
SHP_6227,"DELIVERY TRUCK","2009-04-10 00:00:00"
SHP_620,"DELIVERY TRUCK","2009-04-11 00:00:00"
SHP_899,"REGULAR AIR","2009-04-11 00:00:00"
SHP_1073,"REGULAR AIR","2009-04-11 00:00:00"
SHP_1074,"DELIVERY TRUCK","2009-04-11 00:00:00"
SHP_1237,"REGULAR AIR","2009-04-11 00:00:00"
SHP_3748,"EXPRESS AIR","2009-04-11 00:00:00"
SHP_4148,"REGULAR AIR","2009-04-11 00:00:00"
SHP_4260,"REGULAR AIR","2009-04-11 00:00:00"
SHP_4650,"EXPRESS AIR","2009-04-11 00:00:00"
SHP_5378,"DELIVERY TRUCK","2009-04-11 00:00:00"
SHP_6531,"REGULAR AIR","2009-04-11 00:00:00"
SHP_457,"REGULAR AIR","2009-04-12 00:00:00"
SHP_1879,"REGULAR AIR","2009-04-12 00:00:00"
SHP_3723,"REGULAR AIR","2009-04-12 00:00:00"
SHP_1610,"REGULAR AIR","2009-05-01 00:00:00"
SHP_1848,"REGULAR AIR","2009-05-01 00:00:00"
SHP_2236,"DELIVERY TRUCK","2009-05-01 00:00:00"
SHP_2300,"REGULAR AIR","2009-05-01 00:00:00"
SHP_5135,"REGULAR AIR","2009-05-01 00:00:00"
SHP_7359,"DELIVERY TRUCK","2009-05-01 00:00:00"
SHP_495,"REGULAR AIR","2009-05-02 00:00:00"
SHP_837,"REGULAR AIR","2009-05-02 00:00:00"
SHP_1571,"REGULAR AIR","2009-05-02 00:00:00"
SHP_4404,"EXPRESS AIR","2009-05-02 00:00:00"
SHP_4542,"REGULAR AIR","2009-05-02 00:00:00"
SHP_4543,"DELIVERY TRUCK","2009-05-02 00:00:00"
SHP_4642,"REGULAR AIR","2009-05-02 00:00:00"
SHP_5513,"REGULAR AIR","2009-05-02 00:00:00"
SHP_6810,"REGULAR AIR","2009-05-02 00:00:00"
SHP_3481,"EXPRESS AIR","2009-05-03 00:00:00"
SHP_5233,"DELIVERY TRUCK","2009-05-03 00:00:00"
SHP_3303,"REGULAR AIR","2009-05-04 00:00:00"
SHP_3441,"REGULAR AIR","2009-05-04 00:00:00"
SHP_2139,"REGULAR AIR","2009-05-05 00:00:00"
SHP_2765,"REGULAR AIR","2009-05-05 00:00:00"
SHP_3755,"REGULAR AIR","2009-05-05 00:00:00"
SHP_5676,"EXPRESS AIR","2009-05-05 00:00:00"
SHP_5872,"REGULAR AIR","2009-05-05 00:00:00"
SHP_6913,"DELIVERY TRUCK","2009-05-05 00:00:00"
SHP_7183,"REGULAR AIR","2009-05-05 00:00:00"
SHP_180,"REGULAR AIR","2009-05-06 00:00:00"
SHP_1833,"REGULAR AIR","2009-05-06 00:00:00"
SHP_3317,"EXPRESS AIR","2009-05-06 00:00:00"
SHP_5280,"REGULAR AIR","2009-05-06 00:00:00"
SHP_5281,"EXPRESS AIR","2009-05-06 00:00:00"
SHP_6018,"DELIVERY TRUCK","2009-05-06 00:00:00"
SHP_6136,"REGULAR AIR","2009-05-06 00:00:00"
SHP_7434,"REGULAR AIR","2009-05-06 00:00:00"
SHP_1310,"REGULAR AIR","2009-05-07 00:00:00"
SHP_2271,"REGULAR AIR","2009-05-07 00:00:00"
SHP_3431,"REGULAR AIR","2009-05-07 00:00:00"
SHP_6823,"REGULAR AIR","2009-05-07 00:00:00"
SHP_7497,"REGULAR AIR","2009-05-07 00:00:00"
SHP_505,"REGULAR AIR","2009-05-08 00:00:00"
SHP_1253,"REGULAR AIR","2009-05-08 00:00:00"
SHP_4983,"DELIVERY TRUCK","2009-05-08 00:00:00"
SHP_5120,"REGULAR AIR","2009-05-08 00:00:00"
SHP_6179,"DELIVERY TRUCK","2009-05-08 00:00:00"
SHP_6180,"REGULAR AIR","2009-05-08 00:00:00"
SHP_7031,"DELIVERY TRUCK","2009-05-08 00:00:00"
SHP_219,"REGULAR AIR","2009-05-09 00:00:00"
SHP_619,"DELIVERY TRUCK","2009-05-09 00:00:00"
SHP_1137,"REGULAR AIR","2009-05-09 00:00:00"
SHP_6251,"DELIVERY TRUCK","2009-05-09 00:00:00"
SHP_7094,"REGULAR AIR","2009-05-09 00:00:00"
SHP_7562,"REGULAR AIR","2009-05-09 00:00:00"
SHP_7563,"DELIVERY TRUCK","2009-05-09 00:00:00"
SHP_1241,"REGULAR AIR","2009-05-10 00:00:00"
SHP_4204,"REGULAR AIR","2009-05-10 00:00:00"
SHP_6470,"REGULAR AIR","2009-05-10 00:00:00"
SHP_897,"DELIVERY TRUCK","2009-05-11 00:00:00"
SHP_898,"REGULAR AIR","2009-05-11 00:00:00"
SHP_1075,"DELIVERY TRUCK","2009-05-11 00:00:00"
SHP_1545,"REGULAR AIR","2009-05-11 00:00:00"
SHP_3152,"DELIVERY TRUCK","2009-05-11 00:00:00"
SHP_3729,"REGULAR AIR","2009-05-11 00:00:00"
SHP_4016,"REGULAR AIR","2009-05-11 00:00:00"
SHP_6419,"REGULAR AIR","2009-05-11 00:00:00"
SHP_1878,"REGULAR AIR","2009-05-12 00:00:00"
SHP_1893,"REGULAR AIR","2009-05-12 00:00:00"
SHP_3271,"REGULAR AIR","2009-05-12 00:00:00"
SHP_674,"REGULAR AIR","2009-06-01 00:00:00"
SHP_751,"DELIVERY TRUCK","2009-06-01 00:00:00"
SHP_1611,"REGULAR AIR","2009-06-01 00:00:00"
SHP_1728,"REGULAR AIR","2009-06-01 00:00:00"
SHP_1849,"EXPRESS AIR","2009-06-01 00:00:00"
SHP_2298,"REGULAR AIR","2009-06-01 00:00:00"
SHP_2547,"DELIVERY TRUCK","2009-06-01 00:00:00"
SHP_3198,"REGULAR AIR","2009-06-01 00:00:00"
SHP_4632,"REGULAR AIR","2009-06-01 00:00:00"
SHP_465,"REGULAR AIR","2009-06-02 00:00:00"
SHP_756,"DELIVERY TRUCK","2009-06-02 00:00:00"
SHP_4712,"REGULAR AIR","2009-06-02 00:00:00"
SHP_5512,"REGULAR AIR","2009-06-02 00:00:00"
SHP_5515,"DELIVERY TRUCK","2009-06-02 00:00:00"
SHP_5925,"REGULAR AIR","2009-06-02 00:00:00"
SHP_6043,"DELIVERY TRUCK","2009-06-02 00:00:00"
SHP_330,"REGULAR AIR","2009-06-03 00:00:00"
SHP_490,"REGULAR AIR","2009-06-03 00:00:00"
SHP_491,"EXPRESS AIR","2009-06-03 00:00:00"
SHP_4216,"REGULAR AIR","2009-06-03 00:00:00"
SHP_4361,"REGULAR AIR","2009-06-03 00:00:00"
SHP_5097,"DELIVERY TRUCK","2009-06-03 00:00:00"
SHP_477,"REGULAR AIR","2009-06-04 00:00:00"
SHP_2114,"REGULAR AIR","2009-06-04 00:00:00"
SHP_2735,"REGULAR AIR","2009-06-04 00:00:00"
SHP_4198,"REGULAR AIR","2009-06-04 00:00:00"
SHP_5496,"REGULAR AIR","2009-06-04 00:00:00"
SHP_7212,"REGULAR AIR","2009-06-04 00:00:00"
SHP_7213,"EXPRESS AIR","2009-06-04 00:00:00"
SHP_5891,"REGULAR AIR","2009-06-05 00:00:00"
SHP_6160,"REGULAR AIR","2009-06-05 00:00:00"
SHP_6912,"REGULAR AIR","2009-06-05 00:00:00"
SHP_3316,"REGULAR AIR","2009-06-06 00:00:00"
SHP_3642,"REGULAR AIR","2009-06-06 00:00:00"
SHP_4059,"EXPRESS AIR","2009-06-06 00:00:00"
SHP_7200,"REGULAR AIR","2009-06-06 00:00:00"
SHP_734,"REGULAR AIR","2009-06-07 00:00:00"
SHP_1311,"REGULAR AIR","2009-06-07 00:00:00"
SHP_1316,"DELIVERY TRUCK","2009-06-07 00:00:00"
SHP_2160,"REGULAR AIR","2009-06-07 00:00:00"
SHP_2270,"REGULAR AIR","2009-06-07 00:00:00"
SHP_2291,"REGULAR AIR","2009-06-07 00:00:00"
SHP_4884,"REGULAR AIR","2009-06-07 00:00:00"
SHP_6457,"EXPRESS AIR","2009-06-07 00:00:00"
SHP_6836,"DELIVERY TRUCK","2009-06-07 00:00:00"
SHP_167,"REGULAR AIR","2009-06-08 00:00:00"
SHP_1252,"REGULAR AIR","2009-06-08 00:00:00"
SHP_2389,"REGULAR AIR","2009-06-08 00:00:00"
SHP_4146,"REGULAR AIR","2009-06-08 00:00:00"
SHP_5967,"REGULAR AIR","2009-06-08 00:00:00"
SHP_6097,"DELIVERY TRUCK","2009-06-08 00:00:00"
SHP_7622,"REGULAR AIR","2009-06-08 00:00:00"
SHP_5406,"DELIVERY TRUCK","2009-06-09 00:00:00"
SHP_6177,"REGULAR AIR","2009-06-09 00:00:00"
SHP_6486,"REGULAR AIR","2009-06-09 00:00:00"
SHP_6884,"REGULAR AIR","2009-06-09 00:00:00"
SHP_6960,"REGULAR AIR","2009-06-09 00:00:00"
SHP_6997,"REGULAR AIR","2009-06-09 00:00:00"
SHP_7564,"REGULAR AIR","2009-06-09 00:00:00"
SHP_1242,"DELIVERY TRUCK","2009-06-10 00:00:00"
SHP_1753,"REGULAR AIR","2009-06-10 00:00:00"
SHP_1972,"REGULAR AIR","2009-06-10 00:00:00"
SHP_3091,"REGULAR AIR","2009-06-10 00:00:00"
SHP_3092,"DELIVERY TRUCK","2009-06-10 00:00:00"
SHP_3170,"REGULAR AIR","2009-06-10 00:00:00"
SHP_3218,"REGULAR AIR","2009-06-10 00:00:00"
SHP_3219,"EXPRESS AIR","2009-06-10 00:00:00"
SHP_4549,"REGULAR AIR","2009-06-10 00:00:00"
SHP_721,"REGULAR AIR","2009-06-11 00:00:00"
SHP_1845,"REGULAR AIR","2009-06-11 00:00:00"
SHP_2713,"REGULAR AIR","2009-06-11 00:00:00"
SHP_3148,"REGULAR AIR","2009-06-11 00:00:00"
SHP_3730,"EXPRESS AIR","2009-06-11 00:00:00"
SHP_4261,"REGULAR AIR","2009-06-11 00:00:00"
SHP_4589,"REGULAR AIR","2009-06-11 00:00:00"
SHP_4649,"REGULAR AIR","2009-06-11 00:00:00"
SHP_4743,"EXPRESS AIR","2009-06-11 00:00:00"
SHP_4744,"REGULAR AIR","2009-06-11 00:00:00"
SHP_6420,"REGULAR AIR","2009-06-11 00:00:00"
SHP_6820,"REGULAR AIR","2009-06-11 00:00:00"
SHP_1514,"DELIVERY TRUCK","2009-06-12 00:00:00"
SHP_1515,"REGULAR AIR","2009-06-12 00:00:00"
SHP_1892,"REGULAR AIR","2009-06-12 00:00:00"
SHP_4099,"REGULAR AIR","2009-06-12 00:00:00"
SHP_4809,"EXPRESS AIR","2009-06-12 00:00:00"
SHP_4810,"REGULAR AIR","2009-06-12 00:00:00"
SHP_185,"DELIVERY TRUCK","2009-07-01 00:00:00"
SHP_405,"DELIVERY TRUCK","2009-07-01 00:00:00"
SHP_675,"REGULAR AIR","2009-07-01 00:00:00"
SHP_1727,"REGULAR AIR","2009-07-01 00:00:00"
SHP_1729,"DELIVERY TRUCK","2009-07-01 00:00:00"
SHP_2299,"DELIVERY TRUCK","2009-07-01 00:00:00"
SHP_5137,"REGULAR AIR","2009-07-01 00:00:00"
SHP_5205,"REGULAR AIR","2009-07-01 00:00:00"
SHP_5494,"REGULAR AIR","2009-07-01 00:00:00"
SHP_5777,"REGULAR AIR","2009-07-01 00:00:00"
SHP_5780,"REGULAR AIR","2009-07-01 00:00:00"
SHP_1308,"REGULAR AIR","2009-07-02 00:00:00"
SHP_4410,"REGULAR AIR","2009-07-02 00:00:00"
SHP_4953,"REGULAR AIR","2009-07-02 00:00:00"
SHP_5514,"REGULAR AIR","2009-07-02 00:00:00"
SHP_5696,"REGULAR AIR","2009-07-02 00:00:00"
SHP_5983,"REGULAR AIR","2009-07-02 00:00:00"
SHP_6044,"REGULAR AIR","2009-07-02 00:00:00"
SHP_385,"REGULAR AIR","2009-07-03 00:00:00"
SHP_908,"DELIVERY TRUCK","2009-07-03 00:00:00"
SHP_1555,"REGULAR AIR","2009-07-03 00:00:00"
SHP_2115,"REGULAR AIR","2009-07-04 00:00:00"
SHP_3025,"DELIVERY TRUCK","2009-07-04 00:00:00"
SHP_3929,"EXPRESS AIR","2009-07-04 00:00:00"
SHP_4348,"REGULAR AIR","2009-07-04 00:00:00"
SHP_5554,"REGULAR AIR","2009-07-04 00:00:00"
SHP_6448,"EXPRESS AIR","2009-07-04 00:00:00"
SHP_6449,"REGULAR AIR","2009-07-04 00:00:00"
SHP_625,"DELIVERY TRUCK","2009-07-05 00:00:00"
SHP_935,"REGULAR AIR","2009-07-05 00:00:00"
SHP_936,"DELIVERY TRUCK","2009-07-05 00:00:00"
SHP_4623,"REGULAR AIR","2009-07-05 00:00:00"
SHP_6071,"EXPRESS AIR","2009-07-05 00:00:00"
SHP_690,"REGULAR AIR","2009-07-06 00:00:00"
SHP_4116,"REGULAR AIR","2009-07-06 00:00:00"
SHP_4495,"DELIVERY TRUCK","2009-07-06 00:00:00"
SHP_1181,"EXPRESS AIR","2009-07-07 00:00:00"
SHP_1291,"REGULAR AIR","2009-07-07 00:00:00"
SHP_2991,"REGULAR AIR","2009-07-07 00:00:00"
SHP_3411,"REGULAR AIR","2009-07-07 00:00:00"
SHP_3761,"EXPRESS AIR","2009-07-07 00:00:00"
SHP_7265,"REGULAR AIR","2009-07-07 00:00:00"
SHP_889,"REGULAR AIR","2009-07-08 00:00:00"
SHP_1104,"REGULAR AIR","2009-07-08 00:00:00"
SHP_1480,"REGULAR AIR","2009-07-08 00:00:00"
SHP_2390,"REGULAR AIR","2009-07-08 00:00:00"
SHP_3314,"REGULAR AIR","2009-07-08 00:00:00"
SHP_3516,"REGULAR AIR","2009-07-08 00:00:00"
SHP_6709,"REGULAR AIR","2009-07-08 00:00:00"
SHP_7157,"REGULAR AIR","2009-07-08 00:00:00"
SHP_7247,"DELIVERY TRUCK","2009-07-08 00:00:00"
SHP_7248,"REGULAR AIR","2009-07-08 00:00:00"
SHP_218,"EXPRESS AIR","2009-07-09 00:00:00"
SHP_985,"REGULAR AIR","2009-07-09 00:00:00"
SHP_1341,"REGULAR AIR","2009-07-09 00:00:00"
SHP_1371,"REGULAR AIR","2009-07-09 00:00:00"
SHP_1372,"DELIVERY TRUCK","2009-07-09 00:00:00"
SHP_6467,"EXPRESS AIR","2009-07-09 00:00:00"
